65536,,,
66191,怒火人偶,Mammets on Fire,炎やどす杖
66192,不祥的咒杖,The Horns of the Green,禍々しき杖
66193,色彩缤纷的王冠,The Fox in the Hen House,色とりどりの王冠
66194,起源的珍珠,Jaded,源に通じる真珠
66195,,,
66196,消失在铜铃中的梦,Into a Copper Hell,カッパーベルで消える夢
66197,错乱桥永不倒,The Rats in the Wharf,迷子橋落ちない
66198,海盗的另一面,Soothing the Savage Siren,古き良き海賊
66199,成名的真诀窍,Fool Me Once,今度こそ海都で名をなす秘訣
66200,,,
66201,,,
66202,,,
66203,,,
66204,,,
66205,,,
66206,,,
66207,美味的慰劳品,Nothing to See Here,美味しい差し入れ
66208,,,
66209,海之都的工作,Call of the Sea,海都で待つ仕事
66210,海之都的工作,Call of the Sea,海都で待つ仕事
66211,挑战沙斯塔夏之人,It's Probably Pirates,サスタシャに挑む者
66212,森之都的工作,Call of the Forest,森都で待つ仕事
66213,在塔姆塔拉的深处,Fire in the Gloom,タムタラの仄暗い底で
66214,沙之都的工作,Call of the Desert,砂都で待つ仕事
66215,,,
66216,前行之路（双蛇党）,The Company You Keep (Twin Adder),我が行く道は……（双蛇党）
66217,前行之路（黑涡团）,The Company You Keep (Maelstrom),我が行く道は……（黒渦団）
66218,前行之路（恒辉队）,The Company You Keep (Immortal Flames),我が行く道は……（不滅隊）
66219,森林的意志给我指引,Wood's Will Be Done,森の意志あらんことを
66220,直至大海吞噬一切,Till Sea Swallows All,海が全てを呑み込むまで
66221,为了财富为了国家,For Coin and Country,富と国のため
66222,,,
66223,挑战理符任务,Leves of Horizon,挑戦、ギルドリーヴ
66224,枯骨营地理符开放,Leves of Camp Drybone,ギルドリーヴ開放「キャンプ・ドライボーン」
66225,蓝色的刺青,Men of the Blue Tattoos,蒼き刺青の男たち
66226,绅士淑女的嗜好,High Society,紳士淑女の嗜み
66227,,,
66228,小阿拉米格理符开放,Leves of Little Ala Mhigo,ギルドリーヴ開放「リトルアラミゴ」
66229,挑战理符任务,Leves of Swiftperch,挑戦、ギルドリーヴ
66230,小麦酒港理符开放,Leves of Aleport,ギルドリーヴ開放「エールポート」
66231,莫拉比造船厂理符开放,Leves of Moraby,ギルドリーヴ開放「モラビー造船廠」
66232,太阳海岸理符开放,Leves of Costa del Sol,ギルドリーヴ開放「コスタ・デル・ソル」
66233,日影地修炼所的邀请,Hallo Halatali,ハラタリ修練所への誘い
66234,疾风迅雷,Burning Up the Quarter Malm,疾風迅雷の如く
66235,色彩斑斓的世界,Color Your World,鮮やかなる染色世界
66236,我的专属陆行鸟（双蛇党）,My Little Chocobo (Twin Adder),念願のマイチョコボ（双蛇党）
66237,我的专属陆行鸟（黑涡团）,My Little Chocobo (Maelstrom),念願のマイチョコボ（黒渦団）
66238,我的专属陆行鸟（恒辉队）,My Little Chocobo (Immortal Flames),念願のマイチョコボ（不滅隊）
66239,,,
66240,,,
66241,传说中的武器工匠,The Weaponsmith of Legend,伝説の武具職人
66242,,,
66243,,,
66244,花蜜之路,We Come in Peace,蜜の道を辿って
66245,另类的招呼,Sylphic Studies,変わり者の挨拶
66246,诱人的特产,First Impressions,魅惑の手土産
66247,伤兵的忧虑,The Replacement Culler,負傷兵の憂慮
66248,女儿家的奉献,Meat of the Matter,娘の献身
66249,代理监视任务,Stand-in Sentry,監視任務の代行
66250,荆棘森的威胁,Swinophobia,茨の森の脅威
66251,初次接触,First Contact,シルフ族との架け橋
66252,屋顶上的小黑影,Roof Riders,屋根で遊ぶ小さな影
66253,轻快的问候,Dance Dance Diplomacy,挨拶は軽快に
66254,林中挚友,Forest Friend,仮宿暮らしの困りごと
66255,陌生人,Presence of the Enemy,知らないヒト
66256,妖精的恶作剧,Sylph Says,ひねくれシルフのいたずら三昧
66257,消灭害虫,Buzz Kill,ヂッガを懲らしめて
66258,凶猛的野猪,A Porcine Plight,猪突猛進
66259,丝线之路,Threads Unraveled,糸は森の中
66260,克拉克希奥的决心,Brotherly Love,クラクシオの決意
66261,飘荡的族长,Spirited Away,ただよえる長老
66262,巴斯卡隆的规矩,Druthers House Rules,バスカロンドラザーズの掟
66263,游子之家,Cloven-hoofed Horrors,遊子たちの巣
66264,向森林致敬,The Trees Have Eyes,森への敬意
66265,酒馆的一员,"No Guts, No Glory",酒場の一員
66266,遗迹调查前线,Occupational Hazards,遺跡調査の落とし穴
66267,土中的梦,Potsherds for Posterity,土に埋もれた夢
66268,巴斯卡隆的智慧,Stash Saboteur,バスカロンの知恵
66269,永不忘怀,Never Forget,懐かしき忘れ物
66270,佳酿,Microbrewing,テテルンのふるまい酒
66271,方便的午饭,The Hottest of Box Lunches,ちゃりちゃり、お届け便っちゃ
66272,遗骸下的真相,Buried Truth,サラオスの亡骸
66273,成熟的友情,Like Fine Wine,熟成される友情
66274,穿针引线,Sylphish Concerns,木立を縫う者
66275,是敌是友,Enemy Mine,胡蝶のはばたき
66276,浮出水面的犯人,Nouveau Riche,犯人をとっちめろ！
66277,,,
66278,扰乱森林的侵略者,Shadows of the Empire,森を乱す侵略者
66279,巴斯卡隆的礼物,A Simple Gift,バスカロンの贈り物
66280,蛮神拉姆,Believe in Your Sylph,シルフ族と蛮神ラムウ
66281,妖精族的护身符,The Blood Price,シルフ族のお守り
66282,从森林归来,Back from the Wood,森からの帰還
66283,不祥的感觉,Shadow of Darkness,不吉な気配
66284,桥上的证言,Highbridge Times,橋上の証言
66285,稻草人护卫,Strawman Defense,案山子におまかせ
66286,空中暴徒,"Buzz Off, Birds",空飛ぶ厄介者
66287,生发秘方,Hair Club for Hyur,ハゲしい想い
66288,幕后黑手,Ratting It Out,キキルン族と謎の男
66289,前往札尔神祠,Scholarly Funds,ザルの祠へ
66290,平定巡礼之路,The Perils of Pilgrimage,巡礼者に安らぎを
66291,跨天桥的希望,Friendlier Skies,ハイブリッジの希望
66292,佯动的狼烟,Where There Is Smoke,陽動の狼煙
66293,向小阿拉米格出发,On to Little Ala Mhigo,リトルアラミゴへの旅路
66294,慈爱的小公主,Bad Blood,慈愛の小公女
66295,仙人的药茶,Prickly Patients,サボテンダーは希望の雫
66296,安息于圣水之下,Blast from the Past,苦しむ亡者に聖水を
66297,外来者的奋斗,Tea for Three,よそ者たちの奮闘
66298,故乡之土重于金,Foot in the Door,そこに故郷の形見はあるか
66299,阿拉米格解放军,Meeting with the Resistance,アラミゴ解放軍を知る者
66300,埋在圣堂中的疑惑,Braving New Depths,カルン埋没寺院への蠱惑
66301,冷酷的森林元灵,Killing Him Softly,無慈悲な精霊
66302,森林中的陷阱,Savage Snares,森に潜む罠
66303,寻找偷猎者,Forest Law,密猟者を探せ
66304,初恋的味道,An Apple a Day,それは初恋の味
66305,丰收之时,A Bumper Crop,りんごでもいっしょに
66306,思乡之情,Wretched Hive of Villainy,望郷の決意
66307,传家宝斧,In Grandfather's Name,家宝の戦斧
66308,美味豆子,The Marvelous Mun-Tuy Bean,ムントゥイはお好き？
66309,美味的秘诀,Masher for a Day,秘訣は隠し味
66310,兽角制药带来的缘分,Helping Horn,角薬が繋ぐ縁
66311,异邦的羁绊,He Ain't Heavy,異邦の絆
66312,再次光临小阿拉米格,Come Highly Recommended,リトルアラミゴ再び
66313,秘密企图,The Bear and the Young'uns' Cares,密かな企み
66314,威尔雷德的邀请,Wilred Wants You,ある青年の呼び出し
66315,迎战骸旅团,Corpse Confrontation,対決！ 骸旅団
66316,以毒攻毒,What's Your Poison,毒をもって毒を制す
66317,死亡的威胁,Death from Above,死を運ぶ魔物
66318,小阿拉米格的大麻烦,Big Trouble in Little Ala Mhigo,若き血の暴走
66319,瞬间的返回,Back to Square One,束の間の帰還
66320,浮村怪事,Terror at Fallgourd,浮き村の怪事件
66321,席兹之乱,Ziz Is So Ridiculous,採掘場の切り裂き魔
66322,眼中的灾祸之光,Seeing Eye to Winged Eye,逢魔が時に光る瞳
66323,怨念之岩,Rock of Rancor,怨念岩の謎
66324,丢失的钥匙,Potable Perils,鍵は何処へ
66325,危险的预兆,No News Is Good News,危機を報せに
66326,保护树木,Save the Trees,木々を貪る魔物
66327,巨像兵研究,Pumiceous Pursuits,ゴーレムの研究
66328,崇高之美,Cleaning House,崇高美の世界
66329,陆行鸟所见之梦,Trouble on the Road,チョコボの見た夢
66330,戈戈拉塔不想动,A Welcome Overstayed,ゴゴラタは動かない
66331,戈戈拉塔还是不想动,No Place Like Home,それでもゴゴラタは動かない
66332,开山工的美食,Meals for Miners,俺たちゃハラペコ山師
66333,点亮夜晚,Digging in the Dark,夜に明かりを
66334,步步高升,A Leg Up,高みを目指して
66335,推理的热情,Power of Deduction,推理は踊る
66336,白百合的秘密,Secret of the White Lily,白百合は謡う
66337,达尔坦库尔家的悲剧,Skeletons in Her Closet,ダルタンクール家の悲劇
66338,格里达尼亚白狼门,Broadening Horizons,グリダニアの白狼門
66339,邓斯坦哨塔的烦恼,Beneath the Planks,ダンスタン監視哨の悩み
66340,博物学家马尔塞特,Fungal Frolic,博物学者マルセット
66341,马尔塞特的调查委托,Shocking Discoveries,マルセットの調査依頼
66342,奥布里奥的悲哀,In Too Deep,オブリオーの悲哀
66343,不洁的工作,Doing the Dirty Work,もぎとれ！ 研究素材
66344,,,
66345,泰蛋讨伐勇武传,Tales from the Tidus Slayer,タコタン討伐武勇伝
66346,泰蛋讨伐勇武后传,Hungry Hungry Goobbues,それでもタコタン討伐武勇伝
66347,愤怒的风车看守人,The Lominsan Way,怒りの風車番
66348,维斯凯特的考验,Nix That,ヴェイスケートの腕試し
66349,舞女小妹在哪里,Costa Beach Party,踊り子はいずこ
66350,艾欧泽亚的珍味,A Modest Proposal,エオルゼアの珍味を求めて
66351,朗德内尔的妙计,The Penitent Man,ランドゥネルの妙案
66352,第六枪队队长的指示,Changing of the Guard,六番槍隊長のご指示
66353,异国的芳香,We'll Always Have Ul'dah,異国の香り
66354,蔓根沼失物,A Burning Request,根渡り沼の落とし物
66355,精金龟的巨蛋,Trial by Turtle,アダマンタスの大卵
66356,遗忘绿洲的约定俗成,The Drake Exception,ウ・オド・ヌンの不文律
66357,乌氏的试炼,The Perfect Prey,ウ族の試練
66358,虫肉很美味,When the Worm Turns,ラムトンウォームの肉
66359,恰卡的担忧,Fetch the Freshman,チャカの気がかり
66360,库巴的见识,Survey Says,クバの見識
66361,库巴的锻炼,Tools of Office,クバの鍛錬
66362,绿洲商人,Minority Rapport,オアシスの商人
66363,沙土与汗水,Heat of the Moment,砂と汗の掘削作業
66364,奇怪的视线,The Eyes Have It,怪しい目線
66365,恰卡的性情,Mind Games,チャカの気心
66366,绿洲的明日,U Don't Know Me,オアシスの明日
66367,回忆的土产酒,There and Back Again,思い出の土産酒
66368,布雷福洛克斯的奶酪,The Things We Do for Cheese,ブレイフロクスの珍チーズ
66369,谁动了我的食物,Who Moved My Headcheese,つまみ食いはホドホドに
66370,大型甲壳类的恐怖,Get a Grip,大型甲殻類の恐怖
66371,暗中活跃的地灵族,Unrefined Methods,コボルド族の暗躍
66372,震撼大地的声音,Buffaloed All the Way,地を揺らす音
66373,岸边的古螺,Pests in the Pillars,浜辺のカイ事件
66374,白鸥塔上,To You from Failing Hands We Throw,渚の白鴎塔
66375,美酒配佳肴,What Do You Mean You Forgot the Wine,ごちそうには美酒を
66376,夏马尼·洛马尼所追求的酒香,An Offer You Can Refuse,シャマニ・ローマニの求める香り
66377,捣乱者必须惩罚,Raptor 'round Your Little Finger,暴れん坊の末路
66378,瓶塞也不能怠慢,Put a Cork in It,妥協なきコルク
66379,酒神传说,It Won't Work,失われた伝説を訪ねて
66380,华丽的肖像画,Mona Lisa Smile,華麗なるエチケット
66381,密林中的男人,Give a Man a Drink,密林の男
66382,虫音绕梁,That Weight,耳に残るは蟲の音
66383,大兵小愿,Not My War,クァールの毛皮
66384,友情之果,Battle Scars,友情の木の実
66385,美酒的背后,"Anise, Chocolate, and a Hint of Toad",ワインの罪
66386,人的命运，酒的命运,It Was a Very Good Year,人の命運、ワインの運命
66387,凉风拂面,"The Wind, It Passes",涼風を求めて
66388,蜂鸟争端,Bird's-eye View,コリブリは誰のもの
66389,岸边不太平,The Stench of Danger,浜辺のカイ魚
66390,豪华晚宴,A Final Ignominy,晩餐に添える華
66391,永远的海雄旅团,In the Company of Heroes,永遠なる海雄旅団
66392,口哨随风,As You Wish,口笛は風に乗り
66393,愤怒土神泰坦,Lord of Crags,憤怒の岩神タイタン
66394,向瞭望阵营地传话,One Swallow Does Not a Victory Make,キャンプ・オーバールックへの便り
66395,战前准备,Never Trout That I Love,戦の前の腹ごしらえ
66396,守护空中补给线,Dead or Sumfin' Like It,空路を護れ
66397,切断地灵族的补给,Return to Your Dust,コボルド族の補給を絶て
66398,激战地区的小知识,"Deduce, Reuse, Recycle",激戦地の豆知識
66399,副漩士的灵光一闪,Don't Let the Cat out of the Bag,甲軍曹のひらめき
66400,搜索地灵族突袭侦察部队,Looking for Trouble,強行偵察部隊の捜索
66401,第129洞穴团,Helm Me You Love Me,第129洞穴団
66402,神秘的雕金匠,The Monster of Bronze Lake,謎の彫金師
66403,温暖的香葡萄酒,"Red, Red Wine",あったかスパイスワイン
66404,不可思议的雕金匠,The Adventure of the Fainting Goldsmith,不思議な彫金師
66405,,,
66406,古神殿的阴影,Trauma Queen,ワンダラーパレスは死の香り
66407,意外的特技,With a Little Elbow Grease,意外な特技
66408,静止的时间,You Can't Take It with You,止まったままの時間
66409,无望之虫,Plagued by Indecision,ロストホープの虫退治
66410,古菩猩猩的警示,The Voyage of the Goobbue,グゥーブーは死して語る
66411,伊琉德神父的喜好,Scent of Cinnamon,イリュド神父の好きなもの
66412,无语送葬,Bringing out the Dead,静かなる葬送
66413,献上最后的祈祷,The Warden Works in Mysterious Ways,最後の祈祷を捧げて
66414,落叶归根,Bury Me Not on the Lone Prairie,小さな勇者の帰還
66415,迟来好于无法再来,Mr. Slipshod and Ms. Uptight,葬儀に遅れた参列者
66416,修缮法衣,Out of Whole Cloth,法衣の修繕
66417,太阳之水,A Tall Drink of Aqua del Sol,サボテンダーは元気の源
66418,,,
66419,寻找企业号,He Who Waited Behind,飛空艇エンタープライズの行方
66420,越过那座高山,Cold Reception,あの山を越えて
66421,来自库尔札斯的凶兽,Hunger Is the Best Sauce,クルザスから来た獣
66422,冰雪大地,The Unending War,凍てつく大地
66423,狄兰达尔家的作风,Men of Honor,デュランデル家の流儀
66424,雪中的闯入者,Speak Softly to Me,雪の闖入者
66425,回收遗失的货物,Three for Three,砦に宛てられた荷物
66426,艾因哈特家遇难,The Rose and the Unicorn,アインハルト家の受難
66427,雪原中潜伏的恐怖,White Mischief,雪原に潜む戦慄
66428,天火加薪,Adding Fuel to the Fire,アートボルグの薪集め
66429,黑羊不语,Sheep to the Slaughter,黒羊たちが沈黙
66430,少壮骑士的悲剧,I'd Rather Be Cannon Fodder,ある少壮騎士の悲劇
66431,伊修加德的荣誉,Death Becomes You,イシュガルドで生きる
66432,切磋技艺,Feats of Strength,フォルタン家のとてもイイ試合
66433,四大名门,The Talk of Coerthas,四大名家に訊く
66434,父亲的牵挂,Papa Do Preach,お嬢さん気をつけて
66435,美丽的银色皮毛,Dead Is Dead,美しき白銀の毛並
66436,迷惑的灯火,Don't Light My Fire,惑いの妖火
66437,塞巴斯蒂安大作战,Sebastian vs. the Ogre,羊料理が大好物
66438,喧嚣的晚风,Dark and Stormy Night,風舞う砦
66439,库尔札斯的蛮神情况,Too Many Enemies,クルザスの蛮神事情
66440,暗中活跃的鸟人族,The Forest for the Trees,イクサル族の暗躍
66441,神勇队白羊师团,Stand and Quiver,我らは白羊師団
66442,加倍奉还,Tit for Tat,仕返しは倍返し
66443,哨塔上的黑猫,Inquire at the Spire,ユージニアの黒猫
66444,不共戴天,Don't Shut Me Out,不倶戴天
66445,勤杂工的决心,"From Gridania, with Love",雑用係の决意
66446,洗清嫌疑,Road to Redemption,潔白の証明
66447,线索,Following the Evidence,嫌疑の審理
66448,异端审问,In the Eyes of Gods and Men,異端は魔女の谷に消ゆ
66449,永远的羁绊,A Cup of Joy,とこしえの絆
66450,落魔崖底,Second Lives,ウィッチドロップの谷底
66451,魔胃中的吊唁,A Fool and His Life Are Soon Parted,弔いは胃袋の中で
66452,异端的禁书,Burn Before Reading,異端の禁書
66453,天上飞过之物,The Final Flight of the Enterprise,あの日の空に見たものは
66454,空腹的对龙弩炮,Where's My Juice,対竜バリスタ
66455,麻烦的青磷水,Hold for Customer Support,青燐水を求めて
66456,意外的损失,Thieves and Robbers,横領疑惑
66457,献给亲爱的战友,Dishonor Before Death,約束のカッターズクライ
66458,垄断,The Ceruleum Must Flow,したたかな独占企業
66459,辛特戈特的歉意,A Tale of Three Cities,シントゴートの袖の下
66460,冷淡的前哨,Ye of Little Faith,前哨地の歓待
66461,继续战斗之人,Opportunity Knocks,闘い続ける者たち
66462,风雪白云崖,All by Ourselves,風雪に消えた書簡
66463,炊事前线,Factual Folklore,炊事場最前線
66464,异端者的末路,Cleaning Out the Dead,異端者の末路
66465,古板的神殿骑士,A Few Good Men,神殿騎士への訴え
66466,雪中除魔,The Pecking Order,吹雪の中の鳥退治
66467,大审门的残光,Rubble Rouser,大審門の残照
66468,圣战一瞥,Salving the Wounds,聖戦の一助
66469,跳蜥跋扈,"Run, Fido, Run",眷属たちの跳梁
66470,狱中的异端,An Augury of Innocence,獄中の異端者
66471,相恋之人,Love's Hard Labor,恋人たち
66472,鼠害,The King Rat Must Die,小さな略奪者
66473,技术进步,The Best Inventions,野戦病院の蒸留器
66474,异端审问官的侧面,Influencing Inquisitors,審問官ギイェームの横顔
66475,埋藏在雪中的真相,By the Lights of Ishgard,沈黙する真実
66476,雪夜的回忆,Blood for Blood,吹雪の夜の追想
66477,对抗巨龙的历史,The Heretic among Us,竜の力、戦いの歴史
66478,沉默的吊钟,It Tolls for Us,鳴らない釣鐘
66479,寻找自我的医师,"Physician, Find Yourself",さまよえる治療師
66480,越狱,Blood Sacrifice,別れの言葉は雪に消え
66481,屠龙的证明,The Bone Collector,馳せる功名心
66482,威严冰山,Ice Ice Daily,そびえる大氷壁
66483,禁止妨碍调查,A Heart Divided,安らかな調査のために
66484,冰封的记忆,When a Man Loves a Woman,凍りついた記憶
66485,冰冷的阻碍,Whey Too into You,冷たい妨害者
66486,令人战栗的大魔兽,Days of Brandewine and Behemoths,戦慄の大魔獣
66487,崖壁救援,Living on the Edge,崖っぷちの男
66488,石卫塔霸主,In Pursuit of the Past,ストーンヴィジルに眠る翼
66489,暴风突破口,Into the Eye of the Storm,嵐を越える突破口
66490,壶中天地,All Due Precautions,ランベルタンの壺
66491,首席弟子,Sealed with Science,ハイブリッジの一番弟子
66492,翻越火墙,With the Utmost Care,バーニングウォールを踏破せよ
66493,生发新秘方,Tresses in Distress,もっとハゲしい想い
66494,变种矿爬虫,D Is for Dead,採掘師と変種のコブラン
66495,真首席弟子,A Promising Prospect,偏属性クリスタルを求めて
66496,停滞的航船,It's Probably Not Pirates,船はいまだ港に
66497,幻影群岛怪谈,Representing the Representative,幻影諸島奇談
66498,才、才不怕鬼！,The Reluctant Researcher,島に乗りこめ！
66499,波涛之间,Sweet Somethings,波間よりいずる者
66500,船舶墓场,Grave Happenings,船の墓場に舞う死霊
66501,遇难船上的宝物,Pickled and Brined,難破船の宝物
66502,灵与香辛料,Too Many Cooks,死霊と香辛料
66503,疯狂的歌声,History Repeating,狂気の歌声
66504,最后的偏属性水晶,The Curious Case of Giggity,最後の偏属性クリスタル
66505,优秀的冒险者,Adventurer for Hire,優秀な冒険者
66506,妖精与不可思议的种子,Some Seedy Business,シルフ族と不思議な種
66507,救救魔石精,Of Sylphs and Spriggans,はぐれスプリガンの救出
66508,爱的花束,This One's for the Lovers,愛を彩る花束
66509,祝福的花雨,Windy Wedding,祝福の花嵐
66510,水晶争夺战,Crazy Enough to Work,悪食ゴギーを捕まえろ
66511,企业号准备就绪！,Better Late than Never,始動！ エンタープライズ
66512,,,
66513,,,
66514,反攻的布局,Casing the Castrum,反攻の布石
66515,调查泽梅尔要塞,Fort of Fear,ゼーメル要塞の調べ
66516,帝国的动向,Eyes on the Empire,帝国を見張る目
66517,雪中的脚印,Footprints in the Snow,ふたりの脱走者
66518,寻找比格斯,Monumental Hopes,ビッグスの捜索
66519,重振旗鼓,Notorious Biggs,炉には炎を、回せ歯車
66520,兵聚中央堡,Come-Into-My-Castrum,モードゥナに集う猛者たち
66521,秘石塔的监视任务,Doubt Truth to Be a Liar,秘石の塔の監視任務
66522,变装潜入作战,Getting Even with Garlemald,帝国軍あざむき作戦
66523,结晶树,Problem with Plasma,結晶樹
66524,水晶塔之谜,Crazy about Crystals,クリスタルタワーの謎を追って
66525,亡者之钟,Dirt and Ashes,魂だけの存在
66526,圣寇伊纳克财团,The Sons Also Rise,聖コイナク財団
66527,思念的传递者,Playing the Postman,便りはるばる
66528,可恨的骏鹰,Hit the Hippogryphs,ラムブルースからの依頼
66529,巨人族迫近,Straight Outta Abalathia,迫る巨人族
66530,卫月与食人魔,Moon Sliver and Me,悪鬼と月の衛星
66531,巨人的圣地,Holier than Thou,巨人たちの聖地
66532,注意脚下,Dropping Out,足元にはご用心
66533,大家都爱卡萝特,Passing the Smell Test,私のキャロットちゃん
66534,男人的梦想,The Organ of Choice,それは男の夢
66535,出土奇物,The Trickster of the Toll,沼の掘り出し物
66536,陶瓷合金之心,Heart of Cermet,虹色の嘲笑
66537,帝国频道阻塞干扰,Drowning Out the Voices,即席の雷波塔
66538,另一类军礼,Acting the Part,偽りの敬礼
66539,另一类军装,Dressed for Conquest,帝国兵なりきり装備
66540,夺取魔导装甲,Fool Me Twice,魔導アーマーを奪取せよ！
66541,魔导兵器所见之梦,Every Little Thing She Does Is Magitek,魔導兵器のみる夢
66542,,,
66543,黑衣森林的传说,Primal Fear,黒衣森の伝説
66544,漆黑的骑士,Who Was That Man in Black,漆黒の亡霊騎士
66545,恶神觉醒,The Dark Divinity,悪神覚醒
66546,家庭晚餐,Slim Pickings,家族の晩ご飯
66547,恐怖的骑士,Serveth Thy Master,恐怖の亡霊騎士
66548,圣典的真相,All You Wanted to Know about Odin,聖典の真実
66549,,,
66550,黄金之谷,Going for Gold,黄金の谷、オーラムヴェイル
66551,救援的怒涛,A Kobold Initiative,救い手は荒波に
66552,黄沙之光,Can't Do It without U,黄砂の光
66553,海盗的作风,A Pirate's Life for Me,海賊の流儀
66554,生者的使命,Honor the Fallen,生き残るということ
66555,釜底抽薪,Operation Crucible Down,名声を我が手に
66556,胜利的成果,Claiming the Booty,成果を貴方に
66557,自由之民,What's It to U,自由の民
66558,尸念之情,Zombies Are People Too,悲しみのゾンビー
66559,被俘的族人,U! Ow! That Stings,囚われたウ族
66560,自由的意志,True U,自由の意志
66561,骷髅谷女英雄,Into the Valley of the Skull,スカルバレーの女丈夫
66562,护送水晶,Pier Review,クリスタル運搬作戦
66563,小麦酒港的事件,Long Walk off a Short Pier,エールポートの事件
66564,策士德瑞斯纳古尔,To Catch a Cutthroat,策士ドリスナグル
66565,突入海蛇巢穴,Serpent's Tongue-lashing,突入！ 海蛇の巣穴
66566,风吹鱼人阵,Culling the Horde,サハギン族は風に囁く
66567,亲兄弟明算账,Sibling Rivalry,兄弟仲良くケンカしな
66568,防波堤佯攻作战,Wag the Sea Dogs,防波壁陽動作戦
66569,好吃的海蜂刺身,Sea Wasp Run,大好き！ クラゲの刺身
66570,难吃的海蜂刺身,No Sea Wasp for You,大嫌い！ クラゲの刺身
66571,水晶爆破指令,The Way the Crystals Crumble,クリスタル破壊命令
66572,贤者行军行动,Operation Archon,十二賢者の行進
66573,通往决战地点,A Hero in Need,決戦の地へと続く道
66574,军旗迎风飘扬,High Standards,たなびく軍旗
66575,无名的战友们,The Ladle in the Darkness,名もなき戦友たち
66576,输送前线物资,Crate Expectations,前線の物資運搬
66577,梅梅佐夫的炼金药,Jumping on a Grenade,メメゾフ錬金薬
66578,东西监视塔,All upon the Watchtowers,英雄は東へ西へ
66579,士气如火,Hearts on Fire,心に火をくべて
66580,救死扶伤的使命,The Life of the Party,命を守る仕事
66581,贵重的药品,An Eye for Elixirs,貴重な薬
66582,踏上希望的征程,Setting the Stage,希望を拓け！
66583,蛮神的真正力量,A Recurring Problem,蛮神の真なる力
66584,火神伊弗利特重现世间,"Ifrit Bleeds, We Can Kill It",真なる焔神イフリート
66585,责任与使命,Pride and Duty (Will Take You from the Mountain),でっかい夢
66586,破壁,Embracing the Beast,壁をぶち壊せ
66587,原始熔岩,Curious Gorge Goes to Wineport,原初のマグマ
66588,英雄巡礼,Looking the Part,英雄巡礼
66589,较量,Proof Is the Pudding,腕くらべ
66590,顶级战士,How to Quit You,いちばんの戦士
66591,自由骑士的誓约,Paladin's Pledge,自由騎士の誓約
66592,敬仰的背影,Honor Lost,慕いし背中
66593,失望、愤怒、责任,Power Struggles,失望と怒りと責任と
66594,勾心斗角,Poisoned Hearts,交わる毒心
66595,各怀异心,Parley in the Sagolii,交わらぬ心慮
66596,高举骑士的圣剑,Keeping the Oath,かざすは騎士の聖剣
66597,亡国的雷鸣,Brother from Another Mother,亡国からの雷動
66598,蓝色的战场,Insulted Intelligence,青き古戦場
66599,不和的旋律,A Slave to the Aether,不和から至る旋律
66600,脉轮的波纹,The Pursuit of Power,チャクラの波紋
66601,无明的内地,Good Vibrations,無明の内地
66602,废王的回归,Five Easy Pieces,廃王の帰還
66603,龙眼,Eye of the Dragon,竜の眼
66604,战神之枪,Lance of Fury,戦神の槍
66605,无法抹消的爪痕,Unfading Skies,消えぬ爪痕
66606,双龙邂逅,Double Dragoon,双竜の邂逅
66607,邪龙之声,Fatal Seduction,邪竜の声
66608,苍天之龙骑士,Into the Dragon's Maw,蒼の竜騎士
66609,罪人的低语，命运的神谕,Taking the Black,声を聞きし者
66610,预言的时刻，献祭的鲜血,You'll Never Go Back,時を告げし血
66611,他乡的知己，异族的友人,International Relations,異郷なる友
66612,劝诱的迷雾，阴沉的门扉,The Voidgate Breathes Gloomy,いざないの霧
66613,求索的旅途，绸缪的出路,The Blood Must Flow,道を求むる旅
66614,黑魔的引导，法师的真实,Always Bet on Black,黒魔法の導き手
66615,伟人的后继者,Seer Folly,偉人の後継者
66616,森林的哀叹,Only You Can Prevent Forest Ire,森の嘆き
66617,角尊的荣誉,"O Brother, Where Art Thou",角尊の誇り
66618,伟人的足迹,Following in His Footsteps,偉人の足跡
66619,恶徒的报应,Yearn for the Urn,不埒者への報い
66620,镇抚的仪式,Heart of the Forest,鎮撫の儀
66621,诗与弓交织的旋律,A Song of Bards and Bowmen,響きあうふたつの音色
66622,弓兵的战歌,The Archer's Anthem,弓兵の戦歌
66623,光阴神的境地,Bard's-eye View,時神の境地
66624,罪孽深重的愚者,Doing It the Bard Way,罪深き愚者
66625,渴求净罪之地,Pieces of the Past,浄罪の地を求めて
66626,生命的赞歌,Requiem for the Fallen,命の賛歌
66627,业火的召唤,Austerities of Flame,業火の召喚獣
66628,大地的召唤,Austerities of Earth,大地の召喚獣
66629,黑色召唤师的暗影,Shadowing the Summoner,黒き召喚士の影
66630,亚拉戈装束,Allagan Attire,アラグの装束
66631,烈风的召唤,Austerities of Wind,烈風の召喚獣
66632,邪道与正道,Primal Burdens,邪道と正道
66633,被遗忘的学问,Forgotten but Not Gone,学問ノススメ
66634,找回失去的记忆,The Last Remnants,失われた記憶を求めて
66635,现实化的怨恨,The Consequences of Anger,怨念の権化
66636,还原古代设计,In the Image of the Ancients,匠たちへの頼み
66637,军事学治疗法,For Your Fellow Man,軍学式の治療法
66638,新时代的学者,The Beast Within,次代の学者
66639,黄玉的魔纹,Topaz Teachings,華麗なる懐柔戦術
66640,狱中斗狼（黑涡团）,A Pup No Longer (Maelstrom),激闘のウルヴズジェイル（黒渦団）
